Result of /data/leuven/370/vsc37064/new_queries_named_graph/query_10.txt:
OpenLink Virtuoso Interactive SQL (Virtuoso)
Version 07.20.3240 as of Mar 11 2025
Type HELP; for help and EXIT; to exit.
Connected to OpenLink Virtuoso
Driver: 07.20.3240 OpenLink Virtuoso ODBC Driver
model                                                                             modelName
http://w3id.org/mlsea/pwc/model/Attention-based%20Extraction%20of%20Structured%20Information%20from%20Street%20View%20Imagery/AttentionOCR_Inception-resnet-v2_Location                                                                                  AttentionOCR_Inception-resnet-v2_Location
http://w3id.org/mlsea/pwc/model/AugMix%3A%20A%20Simple%20Data%20Processing%20Method%20to%20Improve%20Robustness%20and%20Uncertainty/AugMix%20%28ResNet-50%29                                                                                  AugMix (ResNet-50)
http://w3id.org/mlsea/pwc/model/AutoMix%3A%20Unveiling%20the%20Power%20of%20Mixup%20for%20Stronger%20Classifiers/AutoMix%20%28ResNet-50%20Supervised%29                                                                                  AutoMix (ResNet-50 Supervised)
http://w3id.org/mlsea/pwc/model/Harnessing%20Hard%20Mixed%20Samples%20with%20Decoupled%20Regularizer/AutoMix%2BDM%20%28ResNet-50%20RSB%20A3%29                                                                                  AutoMix+DM (ResNet-50 RSB A3)
http://w3id.org/mlsea/pwc/model/A%20Simple%20Long-Tailed%20Recognition%20Baseline%20via%20Vision-Language%20Model/BALLAD%28ResNet-101%29                                                                                  BALLAD(ResNet-101)
http://w3id.org/mlsea/pwc/model/A%20Simple%20Long-Tailed%20Recognition%20Baseline%20via%20Vision-Language%20Model/BALLAD%28ResNet-50%29                                                                                  BALLAD(ResNet-50)
http://w3id.org/mlsea/pwc/model/A%20Simple%20Long-Tailed%20Recognition%20Baseline%20via%20Vision-Language%20Model/BALLAD%28ResNet-50%C3%9716%29                                                                                  BALLAD(ResNet-50×16)
http://w3id.org/mlsea/pwc/model/DifFSS%3A%20Diffusion%20Model%20for%20Few-Shot%20Semantic%20Segmentation/BAM%20%28DifFSS%2C%20ResNet-50%29                                                                                  BAM (DifFSS, ResNet-50)
http://w3id.org/mlsea/pwc/model/Learning%20What%20Not%20to%20Segment%3A%20A%20New%20Perspective%20on%20Few-Shot%20Segmentation/BAM%20%28ResNet-50%29                                                                                  BAM (ResNet-50)
http://w3id.org/mlsea/pwc/model/Singular%20Value%20Fine-tuning%3A%20Few-shot%20Segmentation%20requires%20Few-parameters%20Fine-tuning/BAM%20%28SVF%2C%20ResNet-50%29                                                                                  BAM (SVF, ResNet-50)
http://w3id.org/mlsea/pwc/model/Boosting%20Out-of-distribution%20Detection%20with%20Typical%20Features/BATS%20%28ResNet-50%29                                                                                  BATS (ResNet-50)
http://w3id.org/mlsea/pwc/model/Balanced%20Binary%20Neural%20Networks%20with%20Gated%20Residual/BBG%20%28ResNet-18%29                                                                                  BBG (ResNet-18)
http://w3id.org/mlsea/pwc/model/Balanced%20Binary%20Neural%20Networks%20with%20Gated%20Residual/BBG%20%28ResNet-34%29                                                                                  BBG (ResNet-34)
http://w3id.org/mlsea/pwc/model/Bounding%20Box%20Tightness%20Prior%20for%20Weakly%20Supervised%20Image%20Segmentation/BBTP%20%28ResNet-101%29                                                                                  BBTP (ResNet-101)
http://w3id.org/mlsea/pwc/model/Broadcasted%20Residual%20Learning%20for%20Efficient%20Keyword%20Spotting/BC-ResNet-8                                                                                  BC-ResNet-8
http://w3id.org/mlsea/pwc/model/Balanced%20Contrastive%20Learning%20for%20Long-Tailed%20Visual%20Recognition/BCL%28ResNet-32%29                                                                                  BCL(ResNet-32)
http://w3id.org/mlsea/pwc/model/Balanced%20Contrastive%20Learning%20for%20Long-Tailed%20Visual%20Recognition/BCL%28ResNet-50%29                                                                                  BCL(ResNet-50)
http://w3id.org/mlsea/pwc/model/Deep%20Occlusion-Aware%20Instance%20Segmentation%20with%20Overlapping%20BiLayers/BCNet%28ResNet-101-FPN%20%2B%20FCOS%29                                                                                  BCNet(ResNet-101-FPN + FCOS)
http://w3id.org/mlsea/pwc/model/Deep%20Occlusion-Aware%20Instance%20Segmentation%20with%20Overlapping%20BiLayers/BCNet%28ResNet-101-FPN%20%2B%20Faster%20RCNN%29                                                                                  BCNet(ResNet-101-FPN + Faster RCNN)
http://w3id.org/mlsea/pwc/model/Unsupervised%20Embedding%20Adaptation%20via%20Early-Stage%20Feature%20Reconstruction%20for%20Few-Shot%20Classification/BD-CSPN%20%2B%20ESFR%20%28ResNet-18%29                                                                                  BD-CSPN + ESFR (ResNet-18)
http://w3id.org/mlsea/pwc/model/BEVFormer%3A%20Learning%20Bird%27s-Eye-View%20Representation%20from%20Multi-Camera%20Images%20via%20Spatiotemporal%20Transformers/BEVFormer%28ResNet-50%29                                                                                  BEVFormer(ResNet-50)
http://w3id.org/mlsea/pwc/model/BLT%3A%20Balancing%20Long-Tailed%20Datasets%20with%20Adversarially-Perturbed%20Images/BLT%20%28ResNet-10%29                                                                                  BLT (ResNet-10)
http://w3id.org/mlsea/pwc/model/Batch%20Normalization%20Embeddings%20for%20Deep%20Domain%20Generalization/BNE%20%28ResNet-18%29                                                                                  BNE (ResNet-18)
http://w3id.org/mlsea/pwc/model/Busy-Quiet%20Video%20Disentangling%20for%20Video%20Classification/BQN%20%28ResNet-50%29                                                                                  BQN (ResNet-50)
http://w3id.org/mlsea/pwc/model/The%20Majority%20Can%20Help%20The%20Minority%3A%20Context-rich%20Minority%20Oversampling%20for%20Long-tailed%20Classification/BS-CMO%20%28ResNet-50%29                                                                                  BS-CMO (ResNet-50)
http://w3id.org/mlsea/pwc/model/Bootstrap%20your%20own%20latent%3A%20A%20new%20approach%20to%20self-supervised%20Learning/BYOL%20%28ResNet-200%20x2%29                                                                                  BYOL (ResNet-200 x2)
http://w3id.org/mlsea/pwc/model/Bootstrap%20your%20own%20latent%3A%20A%20new%20approach%20to%20self-supervised%20Learning/BYOL%20%28ResNet-50%20x2%29                                                                                  BYOL (ResNet-50 x2)
http://w3id.org/mlsea/pwc/model/Bootstrap%20your%20own%20latent%3A%20A%20new%20approach%20to%20self-supervised%20Learning/BYOL%20%28ResNet-50%20x4%29                                                                                  BYOL (ResNet-50 x4)
http://w3id.org/mlsea/pwc/model/Bootstrap%20your%20own%20latent%3A%20A%20new%20approach%20to%20self-supervised%20Learning/BYOL%20%28ResNet-50%29                                                                                  BYOL (ResNet-50)
http://w3id.org/mlsea/pwc/model/Exploring%20Localization%20for%20Self-supervised%20Fine-grained%20Contrastive%20Learning/BYOL%2BCVSA%20%28ResNet-50%29                                                                                  BYOL+CVSA (ResNet-50)
http://w3id.org/mlsea/pwc/model/Barlow%20Twins%3A%20Self-Supervised%20Learning%20via%20Redundancy%20Reduction/Barlow%20Twins%20%28ResNet-50%29                                                                                  Barlow Twins (ResNet-50)
http://w3id.org/mlsea/pwc/model/When%20Liebig%27s%20Barrel%20Meets%20Facial%20Landmark%20Detection%3A%20A%20Practical%20Model/BarrelNet%20%28ResNet-101%29                                                                                  BarrelNet (ResNet-101)
http://w3id.org/mlsea/pwc/model/BatchFormer%3A%20Learning%20to%20Explore%20Sample%20Relationships%20for%20Robust%20Representation%20Learning/BatchFormer%28ResNet-50%2C%20PaCo%29                                                                                  BatchFormer(ResNet-50, PaCo)
http://w3id.org/mlsea/pwc/model/BatchFormer%3A%20Learning%20to%20Explore%20Sample%20Relationships%20for%20Robust%20Representation%20Learning/BatchFormer%28ResNet-50%2C%20RIDE%29                                                                                  BatchFormer(ResNet-50, RIDE)
http://w3id.org/mlsea/pwc/model/BatchFormer%3A%20Learning%20to%20Explore%20Sample%20Relationships%20for%20Robust%20Representation%20Learning/BatchFormer%28ResNet-50%2C%20SWAD%29                                                                                  BatchFormer(ResNet-50, SWAD)
http://w3id.org/mlsea/pwc/model/Bidirectional%20Self-Training%20with%20Multiple%20Anisotropic%20Prototypes%20for%20Domain%20Adaptive%20Semantic%20Segmentation/BiSMAP%20%28ResNet%20101%29                                                                                  BiSMAP (ResNet 101)
http://w3id.org/mlsea/pwc/model/BiSeNet%3A%20Bilateral%20Segmentation%20Network%20for%20Real-time%20Semantic%20Segmentation/BiSeNet%20%28ResNet-101%29                                                                                  BiSeNet (ResNet-101)
http://w3id.org/mlsea/pwc/model/BiSeNet%3A%20Bilateral%20Segmentation%20Network%20for%20Real-time%20Semantic%20Segmentation/BiSeNet%20%28ResNet-50%29                                                                                  BiSeNet (ResNet-50)
http://w3id.org/mlsea/pwc/model/BiSeNet%3A%20Bilateral%20Segmentation%20Network%20for%20Real-time%20Semantic%20Segmentation/BiSeNet%28ResNet-18%29                                                                                  BiSeNet(ResNet-18)
http://w3id.org/mlsea/pwc/model/LaRS%3A%20A%20Diverse%20Panoptic%20Maritime%20Obstacle%20Detection%20Dataset%20and%20Benchmark/BiSeNetv1%20%28ResNet-50%29                                                                                  BiSeNetv1 (ResNet-50)
http://w3id.org/mlsea/pwc/model/Big%20Transfer%20%28BiT%29%3A%20General%20Visual%20Representation%20Learning/BiT-L%20%28ResNet%29                                                                                  BiT-L (ResNet)
http://w3id.org/mlsea/pwc/model/Big%20Transfer%20%28BiT%29%3A%20General%20Visual%20Representation%20Learning/BiT-L%20%28ResNet-152x4%29                                                                                  BiT-L (ResNet-152x4)
http://w3id.org/mlsea/pwc/model/Big%20Transfer%20%28BiT%29%3A%20General%20Visual%20Representation%20Learning/BiT-M%20%28ResNet%29                                                                                  BiT-M (ResNet)
http://w3id.org/mlsea/pwc/model/Big%20Transfer%20%28BiT%29%3A%20General%20Visual%20Representation%20Learning/BiT-M%20%28ResNet-152x4%29                                                                                  BiT-M (ResNet-152x4)
http://w3id.org/mlsea/pwc/model/Big%20Transfer%20%28BiT%29%3A%20General%20Visual%20Representation%20Learning/BiT-S%20%28ResNet%29                                                                                  BiT-S (ResNet)
http://w3id.org/mlsea/pwc/model/Big%20Transfer%20%28BiT%29%3A%20General%20Visual%20Representation%20Learning/BiT-S%20%28ResNet-152x4%29                                                                                  BiT-S (ResNet-152x4)
http://w3id.org/mlsea/pwc/model/Bidirectional%20Learning%20for%20Domain%20Adaptation%20of%20Semantic%20Segmentation/Bidirectional%20Learning%20%28ResNet-101%29                                                                                  Bidirectional Learning (ResNet-101)
http://w3id.org/mlsea/pwc/model/Large%20Scale%20Adversarial%20Representation%20Learning/BigBiGAN%20%28ResNet-50%29                                                                                  BigBiGAN (ResNet-50)
http://w3id.org/mlsea/pwc/model/Large%20Scale%20Adversarial%20Representation%20Learning/BigBiGAN%20%28ResNet-50%2C%20BN%2BCReLU%29                                                                                  BigBiGAN (ResNet-50, BN+CReLU)
http://w3id.org/mlsea/pwc/model/A%20Large-scale%20Study%20of%20Representation%20Learning%20with%20the%20Visual%20Task%20Adaptation%20Benchmark/BigBiGAN-ResNet50                                                                                  BigBiGAN-ResNet50
http://w3id.org/mlsea/pwc/model/BlendMask%3A%20Top-Down%20Meets%20Bottom-Up%20for%20Instance%20Segmentation/BlendMask%20%28ResNet-101%20%2B%20DCN%20interval%3D3%29                                                                                  BlendMask (ResNet-101 + DCN interval=3)
http://w3id.org/mlsea/pwc/model/Bag%20of%20Tricks%20and%20A%20Strong%20Baseline%20for%20Deep%20Person%20Re-identification/BoT%20%28ResNet-50%29                                                                                  BoT (ResNet-50)
http://w3id.org/mlsea/pwc/model/BoxInst%3A%20High-Performance%20Instance%20Segmentation%20with%20Box%20Annotations/BoxInst%20%28ResNet-101-BiFPN%29                                                                                  BoxInst (ResNet-101-BiFPN)
http://w3id.org/mlsea/pwc/model/BoxInst%3A%20High-Performance%20Instance%20Segmentation%20with%20Box%20Annotations/BoxInst%20%28ResNet-101-DCN-BiFPN%29                                                                                  BoxInst (ResNet-101-DCN-BiFPN)
http://w3id.org/mlsea/pwc/model/BoxInst%3A%20High-Performance%20Instance%20Segmentation%20with%20Box%20Annotations/BoxInst%20%28ResNet-101-FPN%29                                                                                  BoxInst (ResNet-101-FPN)
